66.249.64.idh,2017-06-27,00:00:40,0.0,878719.0,0001135428-16-001437,cornerstone-485apos.txt,304.0,249.0,0.0,0.0,0.0,10.0,0.0,
164.132.161.fcg,2017-06-27,00:01:04,0.0,1017456.0,0001017456-10-000005,israelenglander_13f-nt.txt,200.0,1518.0,0.0,0.0,0.0,10.0,0.0,
123.23.49.abb,2017-06-27,00:01:25,0.0,1081696.0,0000875626-02-002356,b485pos.txt,200.0,27778.0,0.0,0.0,0.0,10.0,0.0,
209.234.229.jcf,2017-06-27,00:01:34,0.0,1140310.0,0001209191-17-041870,poa.txt,200.0,4554.0,0.0,0.0,0.0,10.0,0.0,
183.212.144.jde,2017-06-27,00:01:55,0.0,1375796.0,0001209191-17-019838,poa.txt,200.0,2267.0,0.0,0.0,0.0,10.0,0.0,
51.255.65.gjj,2017-06-27,00:02:20,0.0,932127.0,0001144204-04-000204,v01203_posam.txt,200.0,3351.0,0.0,0.0,0.0,10.0,0.0,
217.182.132.eja,2017-06-27,00:02:51,0.0,812910.0,0000891804-05-000459,firsthealth.txt,200.0,3901.0,0.0,0.0,0.0,10.0,0.0,
66.30.133.fjb,2017-06-27,00:02:57,0.0,97745.0,0000097745-05-000062,form8k1stqtr.txt,200.0,35756.0,0.0,0.0,0.0,10.0,0.0,
35.165.139.chj,2017-06-27,00:03:03,0.0,818479.0,0000818479-02-000002,ex1022ced.txt,301.0,656.0,0.0,0.0,0.0,10.0,0.0,
35.165.139.chj,2017-06-27,00:03:04,0.0,818479.0,0000818479-02-000002,ex1022ced.txt,200.0,6996.0,0.0,0.0,0.0,10.0,0.0,
165.156.40.fdh,2017-06-27,00:03:08,0.0,1055454.0,0001412741-17-000008,Schedule-13D-Amendment.txt,200.0,4109.0,0.0,0.0,0.0,9.0,0.0,
165.156.40.fha,2017-06-27,00:03:09,0.0,1055454.0,0001412741-17-000008,Schedule-13D-Amendment.txt,200.0,4109.0,0.0,0.0,0.0,9.0,0.0,
95.108.181.ech,2017-06-27,00:03:14,0.0,895421.0,0000895421-07-000109,housevalues.txt,200.0,4370.0,0.0,0.0,0.0,10.0,0.0,
128.59.178.jbh,2017-06-27,00:03:58,0.0,31235.0,0000897226-05-000217,ek.txt,200.0,2576.0,0.0,0.0,0.0,9.0,0.0,
64.209.89.aie,2017-06-27,00:04:40,0.0,1055454.0,0001412741-17-000008,Schedule-13D-Amendment.txt,200.0,4109.0,0.0,0.0,0.0,9.0,0.0,
66.249.64.idh,2017-06-27,00:05:38,0.0,1364742.0,0001086364-12-002885,blkincamend.txt,200.0,139002.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.cgg,2017-06-27,00:05:52,0.0,1364742.0,0001086364-12-002885,blkincpoa.txt,200.0,1908.0,0.0,0.0,0.0,10.0,0.0,
217.182.132.cgg,2017-06-27,00:05:58,0.0,1022079.0,0000215457-16-001682,quest.diagnostics.inc.txt,200.0,5156.0,0.0,0.0,0.0,10.0,0.0,
164.132.161.efh,2017-06-27,00:06:06,0.0,352912.0,0001065949-07-000209,implantable10qsboct07vfinal.txt,200.0,16784.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.cgg,2017-06-27,00:06:14,0.0,1364742.0,0001086364-12-002829,blkincpoa.txt,200.0,1908.0,0.0,0.0,0.0,10.0,0.0,
76.126.244.fab,2017-06-27,00:06:24,0.0,1051343.0,0001015402-05-001526,body.txt,200.0,92105.0,0.0,0.0,0.0,9.0,0.0,
93.158.152.jdd,2017-06-27,00:06:46,0.0,1209404.0,0001193125-14-280660,d754186dex994iii.txt,200.0,1491.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.efi,2017-06-27,00:07:19,0.0,315090.0,0000950134-08-020656,v50493re13fvnt.txt,200.0,1559.0,0.0,0.0,0.0,10.0,0.0,
180.76.15.fdh,2017-06-27,00:07:21,0.0,311337.0,0001422849-10-000575,edgsu-to.txt,301.0,654.0,0.0,0.0,0.0,10.0,0.0,
180.76.15.fgg,2017-06-27,00:07:22,0.0,311337.0,0001422849-10-000575,edgsu-to.txt,200.0,7987.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.efi,2017-06-27,00:07:23,0.0,101778.0,0001209191-15-019445,poa.txt,200.0,1332.0,0.0,0.0,0.0,10.0,0.0,
